    -5.000            2.629000            3.857000           10.333000
    -4.995            2.629000            3.857000           10.333000
    -4.990            2.629000            3.857000           10.333000
    -4.985            2.629000            3.857000           10.333000
    -4.980            2.629000            3.857000           10.333000
    -4.975            2.629000            3.857000           10.333000
    -4.970            2.629000            3.857000           10.333000
    -4.965            2.629000            3.857000           10.333000
    -4.960            2.629000            3.857000           10.333000
    -4.955            2.629000            3.857000           10.333000
    -4.950            2.629000            3.857000           10.333000
    -4.945            2.629000            3.857000           10.333000
    -4.940            2.629000            3.857000           10.333000
    -4.935            2.629000            3.857000           10.333000
    -4.930            2.629000            3.857000           10.333000
    -4.925            2.629000            3.857000           10.333000
    -4.920            2.629000            3.857000           10.333000
    -4.915            2.629000            3.857000           10.333000
    -4.910            2.629000            3.857000           10.333000
    -4.905            2.629000            3.857000           10.333000
    -4.900            2.629000            3.857000           10.333000
    -4.895            2.629000            3.857000           10.333000
    -4.890            2.629000            3.857000           10.333000
    -4.885            2.629000            3.857000           10.333000
    -4.880            2.629000            3.857000           10.333000
    -4.875            2.629000            3.857000           10.333000
    -4.870            2.629000            3.857000           10.333000
    -4.865            2.629000            3.857000           10.333000
    -4.860            2.629000            3.857000           10.333000
    -4.855            2.629000            3.857000           10.333000
    -4.850            2.629000            3.857000           10.333000
    -4.845            2.629000            3.857000           10.333000
    -4.840            2.629000            3.857000           10.333000
    -4.835            2.629000            3.857000           10.333000
    -4.830            2.629000            3.857000           10.333000
    -4.825            2.629000            3.857000           10.333000
    -4.820            2.629000            3.857000           10.333000
    -4.815            2.629000            3.857000           10.333000
    -4.810            2.629000            3.857000           10.333000
    -4.805            2.629000            3.857000           10.333000
    -4.800            2.629000            3.857000           10.333000
    -4.795            2.629000            3.857000           10.333000
    -4.790            2.629000            3.857000           10.333000
    -4.785            2.629000            3.857000           10.333000
    -4.780            2.629000            3.857000           10.333000
    -4.775            2.629000            3.857000           10.333000
    -4.770            2.629000            3.857000           10.333000
    -4.765            2.629000            3.857000           10.333000
    -4.760            2.629000            3.857000           10.333000
    -4.755            2.629000            3.857000           10.333000
    -4.750            2.629000            3.857000           10.333000
    -4.745            2.629000            3.857000           10.333000
    -4.740            2.629000            3.857000           10.333000
    -4.735            2.629000            3.857000           10.333000
    -4.730            2.629000            3.857000           10.333000
    -4.725            2.629000            3.857000           10.333000
    -4.720            2.629000            3.857000           10.333000
    -4.715            2.629000            3.857000           10.333000
    -4.710            2.629000            3.857000           10.333000
    -4.705            2.629000            3.857000           10.333000
    -4.700            2.629000            3.857000           10.333000
    -4.695            2.629000            3.857000           10.333000
    -4.690            2.629000            3.857000           10.333000
    -4.685            2.629000            3.857000           10.333000
    -4.680            2.629000            3.857000           10.333000
    -4.675            2.629000            3.857000           10.333000
    -4.670            2.629000            3.857000           10.333000
    -4.665            2.629000            3.857000           10.333000
